ProcessGuid: {e2220e9d-6760-6696-8000-000000002600}
ProcessId: 4424
Image: C:\Windows\Explorer.EXE
TargetFilename: C:\Users\compromised-windows\Downloads\ransomware-simulator-1.0.3\ransomware-simulator-1.0.3\lib\simulatemacro
CreationUtcTime: 2024-07-16 12:39:55.244
User: WINDOWS-11-VULN\compromised-windows"","C:\\Users\\compromised-windows\\Downloads\\ransomware-simulator-1.0.3\\ransomware-simulator-1.0.3\\lib\\simulatemacro"
"Jul 16, 2024 @ 18:19:24.776","Windows-10-Home-Edition-Vulnerable-OS","Sysmon - Event 15: FileCreateStreamHash.",""File stream created:
RuleName: technique_id=T1189,technique_name=Drive-by Compromise
UtcTime: 2024-07-16 12:39:55.244
ProcessGuid: {e2220e9d-6760-6696-8000-000000002600}
ProcessId: 4424
Image: C:\Windows\Explorer.EXE
TargetFilename: C:\Users\compromised-windows\Downloads\ransomware-simulator-1.0.3\ransomware-simulator-1.0.3\lib\shadowcopy\shadowcopy.go:Zone.Identifier
CreationUtcTime: 2022-05-15 21:35:36.000
Hash: SHA1=E93D1A434B59A42820732197B71B86D06DFCC038,MD5=945082ECF1E638025DA201AD4A68A73A,SHA256=BDD25DDAD86AE69B59E5B113DCAAE19D4FEFE3C65E9F56276F869E0A05D0D349,IMPHASH=00000000000000000000000000000000
Contents: [ZoneTransfer]  ZoneId=3  ReferrerUrl=C:\Users\compromised-windows\Downloads\ransomware-simulator-1.0.3.zip  
User: WINDOWS-11-VULN\compromised-windows"","C:\\Users\\compromised-windows\\Downloads\\ransomware-simulator-1.0.3\\ransomware-simulator-1.0.3\\lib\\shadowcopy\\shadowcopy.go:Zone.Identifier"
"Jul 16, 2024 @ 18:19:24.740","Windows-10-Home-Edition-Vulnerable-OS","Sysmon - Event 15: FileCreateStreamHash.",""File stream created:
RuleName: -
UtcTime: 2024-07-16 12:39:55.244
ProcessGuid: {e2220e9d-6760-6696-8000-000000002600}
ProcessId: 4424
Image: C:\Windows\Explorer.EXE
TargetFilename: C:\Users\compromised-windows\Downloads\ransomware-simulator-1.0.3\ransomware-simulator-1.0.3\lib\shadowcopy\shadowcopy.go
CreationUtcTime: 2022-05-15 21:35:36.000
Hash: SHA1=4F48A8DDC15A24FDDAE2A99365AB661F31270D60,MD5=1ACFCC4F39472B175CDE151D8EE1FDDA,SHA256=9F761B4872318DA743A8E1B35A3462C7F1F3BCC8C448B3D39CB6D3B1D19EF739,IMPHASH=00000000000000000000000000000000
Contents: package shadowcopy  import ( 	"errors" 	"fmt" 	"log" 	"os/exec" 	"time" )  func Delete() error { 	log.Println("Executing command 'vssadmin delete shadows /for=norealvolume /all /quiet'") 	err := exec.Command("vssadmin", "delete", "shadows", "/for=norealvolume", "/all", "/quiet").Run() 	// it takes some time to delete the shadowcopies 	time.Sleep(5 * time.Second) 	var exitErr *exec.ExitError 	if errors.As(err, &exitErr) { 		if exitErr.ExitCode() != 2 { 			return fmt.Errorf("command returned unusual status code %d - might have been blocked", exitErr.ExitCode()) 		} 	} else { 		return fmt.Errorf("could not run command: %w", err) 	} 	return nil } 
User: WINDOWS-11-VULN\compromised-windows"","C:\\Users\\compromised-windows\\Downloads\\ransomware-simulator-1.0.3\\ransomware-simulator-1.0.3\\lib\\shadowcopy\\shadowcopy.go"
"Jul 16, 2024 @ 18:19:24.708","Windows-10-Home-Edition-Vulnerable-OS","Sysmon - Event 15: FileCreateStreamHash.",""File stream created:
RuleName: technique_id=T1189,technique_name=Drive-by Compromise
UtcTime: 2024-07-16 12:39:55.244
ProcessGuid: {e2220e9d-6760-6696-8000-000000002600}
ProcessId: 4424
Image: C:\Windows\Explorer.EXE
TargetFilename: C:\Users\compromised-windows\Downloads\ransomware-simulator-1.0.3\ransomware-simulator-1.0.3\lib\shadowcopy\shadowcopy.go:Zone.Identifier
CreationUtcTime: 2022-05-15 21:35:36.000
Hash: SHA1=D59FC84CDD5217C6CF74785703655F78DA6B582B,MD5=FBCCF14D504B7B2DBCB5A5BDA75BD93B,SHA256=EACD09517CE90D34BA562171D15AC40D302F0E691B439F91BE1B6406E25F5913,IMPHASH=00000000000000000000000000000000
Contents: [ZoneTransfer]  ZoneId=3  
User: WINDOWS-11-VULN\compromised-windows"","C:\\Users\\compromised-windows\\Downloads\\ransomware-simulator-1.0.3\\ransomware-simulator-1.0.3\\lib\\shadowcopy\\shadowcopy.go:Zone.Identifier"
"Jul 16, 2024 @ 18:19:24.678","Windows-10-Home-Edition-Vulnerable-OS","Sysmon - Event 11: FileCreate.",""File created:
RuleName: -
UtcTime: 2024-07-16 12:39:55.244
ProcessGuid: {e2220e9d-6760-6696-8000-000000002600}
ProcessId: 4424
Image: C:\Windows\Explorer.EXE
TargetFilename: C:\Users\compromised-windows\Downloads\ransomware-simulator-1.0.3\ransomware-simulator-1.0.3\lib\shadowcopy\shadowcopy.go:Zone.Identifier
CreationUtcTime: 2022-05-15 21:35:36.000
User: WINDOWS-11-VULN\compromised-windows"","C:\\Users\\compromised-windows\\Downloads\\ransomware-simulator-1.0.3\\ransomware-simulator-1.0.3\\lib\\shadowcopy\\shadowcopy.go:Zone.Identifier"
"Jul 16, 2024 @ 18:19:24.645","Windows-10-Home-Edition-Vulnerable-OS","Sysmon - Event 15: FileCreateStreamHash.",""File stream created:
RuleName: -
UtcTime: 2024-07-16 12:39:55.244
ProcessGuid: {e2220e9d-6760-6696-8000-000000002600}
ProcessId: 4424
Image: C:\Windows\Explorer.EXE
TargetFilename: C:\Users\compromised-windows\Downloads\ransomware-simulator-1.0.3\ransomware-simulator-1.0.3\lib\shadowcopy\shadowcopy.go
CreationUtcTime: 2022-05-15 21:35:36.000
Hash: SHA1=4F48A8DDC15A24FDDAE2A99365AB661F31270D60,MD5=1ACFCC4F39472B175CDE151D8EE1FDDA,SHA256=9F761B4872318DA743A8E1B35A3462C7F1F3BCC8C448B3D39CB6D3B1D19EF739,IMPHASH=00000000000000000000000000000000
Contents: package shadowcopy  import ( 	"errors" 	"fmt" 	"log" 	"os/exec" 	"time" )  func Delete() error { 	log.Println("Executing command 'vssadmin delete shadows /for=norealvolume /all /quiet'") 	err := exec.Command("vssadmin", "delete", "shadows", "/for=norealvolume", "/all", "/quiet").Run() 	// it takes some time to delete the shadowcopies 	time.Sleep(5 * time.Second) 	var exitErr *exec.ExitError 	if errors.As(err, &exitErr) { 		if exitErr.ExitCode() != 2 { 			return fmt.Errorf("command returned unusual status code %d - might have been blocked", exitErr.ExitCode()) 		} 	} else { 		return fmt.Errorf("could not run command: %w", err) 	} 	return nil } 
User: WINDOWS-11-VULN\compromised-windows"","C:\\Users\\compromised-windows\\Downloads\\ransomware-simulator-1.0.3\\ransomware-simulator-1.0.3\\lib\\shadowcopy\\shadowcopy.go"
"Jul 16, 2024 @ 18:19:24.582","Windows-10-Home-Edition-Vulnerable-OS","Sysmon - Event 11: FileCreate.",""File created:
RuleName: -
UtcTime: 2024-07-16 12:39:55.221
ProcessGuid: {e2220e9d-6760-6696-8000-000000002600}
ProcessId: 4424
Image: C:\Windows\Explorer.EXE
TargetFilename: C:\Users\compromised-windows\Downloads\ransomware-simulator-1.0.3\ransomware-simulator-1.0.3\lib\shadowcopy\shadowcopy.go
CreationUtcTime: 2024-07-16 12:39:55.221
User: WINDOWS-11-VULN\compromised-windows"","C:\\Users\\compromised-windows\\Downloads\\ransomware-simulator-1.0.3\\ransomware-simulator-1.0.3\\lib\\shadowcopy\\shadowcopy.go"
"Jul 16, 2024 @ 18:19:24.572","Windows-10-Home-Edition-Vulnerable-OS","Sysmon - Event 11: FileCreate.",""File created:
RuleName: -
UtcTime: 2024-07-16 12:39:55.221
ProcessGuid: {e2220e9d-6760-6696-8000-000000002600}
ProcessId: 4424
Image: C:\Windows\Explorer.EXE
TargetFilename: C:\Users\compromised-windows\Downloads\ransomware-simulator-1.0.3\ransomware-simulator-1.0.3\lib\shadowcopy
CreationUtcTime: 2024-07-16 12:39:55.221
User: WINDOWS-11-VULN\compromised-windows"","C:\\Users\\compromised-windows\\Downloads\\ransomware-simulator-1.0.3\\ransomware-simulator-1.0.3\\lib\\shadowcopy"
"Jul 16, 2024 @ 18:19:24.529","Windows-10-Home-Edition-Vulnerable-OS","Sysmon - Event 15: FileCreateStreamHash.",""File stream created:
RuleName: technique_id=T1189,technique_name=Drive-by Compromise
UtcTime: 2024-07-16 12:39:55.221
ProcessGuid: {e2220e9d-6760-6696-8000-000000002600}
ProcessId: 4424
Image: C:\Windows\Explorer.EXE
TargetFilename: C:\Users\compromised-windows\Downloads\ransomware-simulator-1.0.3\ransomware-simulator-1.0.3\lib\note\note.txt:Zone.Identifier
CreationUtcTime: 2022-05-15 21:35:36.000
Hash: SHA1=E93D1A434B59A42820732197B71B86D06DFCC038,MD5=945082ECF1E638025DA201AD4A68A73A,SHA256=BDD25DDAD86AE69B59E5B113DCAAE19D4FEFE3C65E9F56276F869E0A05D0D349,IMPHASH=00000000000000000000000000000000
Contents: [ZoneTransfer]  ZoneId=3  ReferrerUrl=C:\Users\compromised-windows\Downloads\ransomware-simulator-1.0.3.zip  
User: WINDOWS-11-VULN\compromised-windows"","C:\\Users\\compromised-windows\\Downloads\\ransomware-simulator-1.0.3\\ransomware-simulator-1.0.3\\lib\\note\\note.txt:Zone.Identifier"
"Jul 16, 2024 @ 18:19:24.514","Windows-10-Home-Edition-Vulnerable-OS","Sysmon - Event 15: FileCreateStreamHash.",""File stream created:
RuleName: technique_id=T1189,technique_name=Drive-by Compromise
UtcTime: 2024-07-16 12:39:55.198
ProcessGuid: {e2220e9d-6760-6696-8000-000000002600}
ProcessId: 4424
Image: C:\Windows\Explorer.EXE
TargetFilename: C:\Users\compromised-windows\Downloads\ransomware-simulator-1.0.3\ransomware-simulator-1.0.3\lib\note\note.txt:Zone.Identifier
CreationUtcTime: 2022-05-15 21:35:36.000
Hash: SHA1=D59FC84CDD5217C6CF74785703655F78DA6B582B,MD5=FBCCF14D504B7B2DBCB5A5BDA75BD93B,SHA256=EACD09517CE90D34BA562171D15AC40D302F0E691B439F91BE1B6406E25F5913,IMPHASH=00000000000000000000000000000000
Contents: [ZoneTransfer]  ZoneId=3  
User: WINDOWS-11-VULN\compromised-windows"","C:\\Users\\compromised-windows\\Downloads\\ransomware-simulator-1.0.3\\ransomware-simulator-1.0.3\\lib\\note\\note.txt:Zone.Identifier"
"Jul 16, 2024 @ 18:19:24.514","Windows-10-Home-Edition-Vulnerable-OS","Sysmon - Event 15: FileCreateStreamHash.",""File stream created:
RuleName: -
UtcTime: 2024-07-16 12:39:55.198
ProcessGuid: {e2220e9d-6760-6696-8000-000000002600}
ProcessId: 4424
Image: C:\Windows\Explorer.EXE
TargetFilename: C:\Users\compromised-windows\Downloads\ransomware-simulator-1.0.3\ransomware-simulator-1.0.3\lib\note\note.txt
CreationUtcTime: 2022-05-15 21:35:36.000
Hash: SHA1=6B3F5B9902856F7A72EFAD1A781ECC4DEBCAEC95,MD5=79CC7032C1E40B959F09BDAB991DADDE,SHA256=F292053578C0C2E0FEEFAE5E6D64091C74D3E6DE693801FEED19FA2F8614321D,IMPHASH=00000000000000000000000000000000
Contents: -
User: WINDOWS-11-VULN\compromised-windows"","C:\\Users\\compromised-windows\\Downloads\\ransomware-simulator-1.0.3\\ransomware-simulator-1.0.3\\lib\\note\\note.txt"
"Jul 16, 2024 @ 18:19:24.481","Windows-10-Home-Edition-Vulnerable-OS","Sysmon - Event 11: FileCreate.",""File created:
RuleName: -
UtcTime: 2024-07-16 12:39:55.198
ProcessGuid: {e2220e9d-6760-6696-8000-000000002600}
ProcessId: 4424
Image: C:\Windows\Explorer.EXE
TargetFilename: C:\Users\compromised-windows\Downloads\ransomware-simulator-1.0.3\ransomware-simulator-1.0.3\lib\note\note.txt:Zone.Identifier
CreationUtcTime: 2022-05-15 21:35:36.000
User: WINDOWS-11-VULN\compromised-windows"","C:\\Users\\compromised-windows\\Downloads\\ransomware-simulator-1.0.3\\ransomware-simulator-1.0.3\\lib\\note\\note.txt:Zone.Identifier"
"Jul 16, 2024 @ 18:19:24.462","Windows-10-Home-Edition-Vulnerable-OS","Sysmon - Event 15: FileCreateStreamHash.",""File stream created:
RuleName: -
UtcTime: 2024-07-16 12:39:55.198
ProcessGuid: {e2220e9d-6760-6696-8000-000000002600}
ProcessId: 4424
Image: C:\Windows\Explorer.EXE
TargetFilename: C:\Users\compromised-windows\Downloads\ransomware-simulator-1.0.3\ransomware-simulator-1.0.3\lib\note\note.txt
CreationUtcTime: 2022-05-15 21:35:36.000
Hash: SHA1=6B3F5B9902856F7A72EFAD1A781ECC4DEBCAEC95,MD5=79CC7032C1E40B959F09BDAB991DADDE,SHA256=F292053578C0C2E0FEEFAE5E6D64091C74D3E6DE693801FEED19FA2F8614321D,IMPHASH=00000000000000000000000000000000
Contents: -
User: WINDOWS-11-VULN\compromised-windows"","C:\\Users\\compromised-windows\\Downloads\\ransomware-simulator-1.0.3\\ransomware-simulator-1.0.3\\lib\\note\\note.txt"
"Jul 16, 2024 @ 18:19:23.769","Windows-10-Home-Edition-Vulnerable-OS","Sysmon - Event 11: FileCreate.",""File created:
RuleName: -
UtcTime: 2024-07-16 12:39:55.198
ProcessGuid: {e2220e9d-6760-6696-8000-000000002600}
ProcessId: 4424
Image: C:\Windows\Explorer.EXE
TargetFilename: C:\Users\compromised-windows\Downloads\ransomware-simulator-1.0.3\ransomware-simulator-1.0.3\lib\note\note.txt
CreationUtcTime: 2024-07-16 12:39:55.198
User: WINDOWS-11-VULN\compromised-windows"","C:\\Users\\compromised-windows\\Downloads\\ransomware-simulator-1.0.3\\ransomware-simulator-1.0.3\\lib\\note\\note.txt"
"Jul 16, 2024 @ 18:19:23.737","Windows-10-Home-Edition-Vulnerable-OS","Sysmon - Event 15: FileCreateStreamHash.",""File stream created:
RuleName: technique_id=T1189,technique_name=Drive-by Compromise
UtcTime: 2024-07-16 12:39:55.174
ProcessGuid: {e2220e9d-6760-6696-8000-000000002600}
ProcessId: 4424
Image: C:\Windows\Explorer.EXE
TargetFilename: C:\Users\compromised-windows\Downloads\ransomware-simulator-1.0.3\ransomware-simulator-1.0.3\lib\note\dropnote.go:Zone.Identifier
CreationUtcTime: 2022-05-15 21:35:36.000
Hash: SHA1=E93D1A434B59A42820732197B71B86D06DFCC038,MD5=945082ECF1E638025DA201AD4A68A73A,SHA256=BDD25DDAD86AE69B59E5B113DCAAE19D4FEFE3C65E9F56276F869E0A05D0D349,IMPHASH=00000000000000000000000000000000
Contents: [ZoneTransfer]  ZoneId=3  ReferrerUrl=C:\Users\compromised-windows\Downloads\ransomware-simulator-1.0.3.zip  
User: WINDOWS-11-VULN\compromised-windows"","C:\\Users\\compromised-windows\\Downloads\\ransomware-simulator-1.0.3\\ransomware-simulator-1.0.3\\lib\\note\\dropnote.go:Zone.Identifier"
"Jul 16, 2024 @ 18:19:23.703","Windows-10-Home-Edition-Vulnerable-OS","Sysmon - Event 15: FileCreateStreamHash.",""File stream created:
RuleName: -
UtcTime: 2024-07-16 12:39:55.174
ProcessGuid: {e2220e9d-6760-6696-8000-000000002600}
ProcessId: 4424
Image: C:\Windows\Explorer.EXE
TargetFilename: C:\Users\compromised-windows\Downloads\ransomware-simulator-1.0.3\ransomware-simulator-1.0.3\lib\note\dropnote.go
CreationUtcTime: 2022-05-15 21:35:36.000
Hash: SHA1=E2484EA34E6DE745823883309D86659D6B154945,MD5=AEA543425406FC365EAEAFF9AF637824,SHA256=35D865211DD6A27B42D0E7056429FA22DF5AF561C6123776119029993D163C86,IMPHASH=00000000000000000000000000000000
Contents: package note  import ( 	_ "embed" 	"log" 	"os" )  //go:embed note.txt var note string  func Write(location string) error { 	log.Printf("Dropping ransomware note to %s...", location) 	file, err := os.Create(location) 	if err != nil { 		return err 	} 	defer file.Close() 	file.WriteString(note) 	return nil }
User: WINDOWS-11-VULN\compromised-windows"","C:\\Users\\compromised-windows\\Downloads\\ransomware-simulator-1.0.3\\ransomware-simulator-1.0.3\\lib\\note\\dropnote.go"
"Jul 16, 2024 @ 18:19:23.677","Windows-10-Home-Edition-Vulnerable-OS","Sysmon - Event 15: FileCreateStreamHash.",""File stream created:
RuleName: technique_id=T1189,technique_name=Drive-by Compromise
UtcTime: 2024-07-16 12:39:55.174
ProcessGuid: {e2220e9d-6760-6696-8000-000000002600}
ProcessId: 4424
Image: C:\Windows\Explorer.EXE
TargetFilename: C:\Users\compromised-windows\Downloads\ransomware-simulator-1.0.3\ransomware-simulator-1.0.3\lib\note\dropnote.go:Zone.Identifier
CreationUtcTime: 2022-05-15 21:35:36.000
Hash: SHA1=D59FC84CDD5217C6CF74785703655F78DA6B582B,MD5=FBCCF14D504B7B2DBCB5A5BDA75BD93B,SHA256=EACD09517CE90D34BA562171D15AC40D302F0E691B439F91BE1B6406E25F5913,IMPHASH=00000000000000000000000000000000
Contents: [ZoneTransfer]  ZoneId=3  
User: WINDOWS-11-VULN\compromised-windows"","C:\\Users\\compromised-windows\\Downloads\\ransomware-simulator-1.0.3\\ransomware-simulator-1.0.3\\lib\\note\\dropnote.go:Zone.Identifier"
"Jul 16, 2024 @ 18:19:23.643","Windows-10-Home-Edition-Vulnerable-OS","Sysmon - Event 11: FileCreate.",""File created:
RuleName: -
UtcTime: 2024-07-16 12:39:55.174
ProcessGuid: {e2220e9d-6760-6696-8000-000000002600}
ProcessId: 4424
Image: C:\Windows\Explorer.EXE
TargetFilename: C:\Users\compromised-windows\Downloads\ransomware-simulator-1.0.3\ransomware-simulator-1.0.3\lib\note\dropnote.go:Zone.Identifier
CreationUtcTime: 2022-05-15 21:35:36.000
User: WINDOWS-11-VULN\compromised-windows"","C:\\Users\\compromised-windows\\Downloads\\ransomware-simulator-1.0.3\\ransomware-simulator-1.0.3\\lib\\note\\dropnote.go:Zone.Identifier"
"Jul 16, 2024 @ 18:19:23.613","Windows-10-Home-Edition-Vulnerable-OS","Sysmon - Event 15: FileCreateStreamHash.",""File stream created:
RuleName: -
UtcTime: 2024-07-16 12:39:55.174
ProcessGuid: {e2220e9d-6760-6696-8000-000000002600}
ProcessId: 4424
Image: C:\Windows\Explorer.EXE
TargetFilename: C:\Users\compromised-windows\Downloads\ransomware-simulator-1.0.3\ransomware-simulator-1.0.3\lib\note\dropnote.go
CreationUtcTime: 2022-05-15 21:35:36.000
Hash: SHA1=E2484EA34E6DE745823883309D86659D6B154945,MD5=AEA543425406FC365EAEAFF9AF637824,SHA256=35D865211DD6A27B42D0E7056429FA22DF5AF561C6123776119029993D163C86,IMPHASH=00000000000000000000000000000000
Contents: package note  import ( 	_ "embed" 	"log" 	"os" )  //go:embed note.txt var note string  func Write(location string) error { 	log.Printf("Dropping ransomware note to %s...", location) 	file, err := os.Create(location) 	if err != nil { 		return err 	} 	defer file.Close() 	file.WriteString(note) 	return nil }
User: WINDOWS-11-VULN\compromised-windows"","C:\\Users\\compromised-windows\\Downloads\\ransomware-simulator-1.0.3\\ransomware-simulator-1.0.3\\lib\\note\\dropnote.go"
"Jul 16, 2024 @ 18:19:23.580","Windows-10-Home-Edition-Vulnerable-OS","Sysmon - Event 11: FileCreate.",""File created:
RuleName: -
UtcTime: 2024-07-16 12:39:55.174
ProcessGuid: {e2220e9d-6760-6696-8000-000000002600}
ProcessId: 4424
Image: C:\Windows\Explorer.EXE
